role_code,permission_code,data_scope
ADMIN,inventory.stock.transfer,SYSTEM
ADMIN,inventory.stock.audit,SYSTEM
ADMIN,inventory.availability.read,SYSTEM
ADMIN,inventory.reservation.read,SYSTEM
ADMIN,inventory.reservation.create,SYSTEM
ADMIN,inventory.reservation.confirm,SYSTEM
ADMIN,inventory.reservation.release,SYSTEM
ADMIN,rental.pricing.read,SYSTEM
ADMIN,rental.pricing.manage,SYSTEM
ADMIN,rental.deposit-policy.read,SYSTEM
ADMIN,rental.deposit-policy.manage,SYSTEM
ADMIN,rental.late-fee-policy.read,SYSTEM
ADMIN,rental.late-fee-policy.manage,SYSTEM
ADMIN,rental.discount.read,SYSTEM
ADMIN,rental.discount.manage,SYSTEM
ADMIN,rental.request.create,SYSTEM
ADMIN,rental.request.read,SYSTEM
ADMIN,rental.request.update,SYSTEM
ADMIN,rental.request.cancel,SYSTEM
ADMIN,rental.quotation.create,SYSTEM
ADMIN,rental.quotation.read,SYSTEM
ADMIN,rental.quotation.update,SYSTEM
ADMIN,rental.quotation.send,SYSTEM
ADMIN,rental.quotation.approve,SYSTEM
ADMIN,rental.quotation.reject,SYSTEM
ADMIN,rental.quotation.accept,SYSTEM
ADMIN,rental.order.create,SYSTEM
ADMIN,rental.order.read,SYSTEM
ADMIN,rental.order.cancel,SYSTEM
ADMIN,rental.contract.create,SYSTEM
ADMIN,rental.contract.read,SYSTEM
ADMIN,rental.contract.update,SYSTEM
ADMIN,rental.contract.approve,SYSTEM
ADMIN,rental.contract.sign,SYSTEM
ADMIN,rental.contract.extend,SYSTEM
ADMIN,rental.contract.cancel,SYSTEM
ADMIN,rental.contract.liquidate,SYSTEM
ADMIN,rental.contract.template.manage,SYSTEM
ADMIN,rental.contract.appendix.manage,SYSTEM
ADMIN,logistics.delivery.read,SYSTEM
ADMIN,logistics.delivery.create,SYSTEM
ADMIN,logistics.delivery.assign,SYSTEM
ADMIN,logistics.delivery.schedule,SYSTEM
ADMIN,logistics.delivery.inspect,SYSTEM
ADMIN,logistics.delivery.confirm,SYSTEM
ADMIN,logistics.handover.create,SYSTEM
ADMIN,logistics.handover.read,SYSTEM
ADMIN,logistics.return-request.create,SYSTEM
ADMIN,logistics.return-request.read,SYSTEM
ADMIN,logistics.return.inspect,SYSTEM
ADMIN,logistics.return.confirm,SYSTEM
ADMIN,logistics.delivery-fee.read,SYSTEM
ADMIN,logistics.delivery-fee.manage,SYSTEM
ADMIN,billing.invoice.read,SYSTEM
ADMIN,billing.invoice.create,SYSTEM
ADMIN,billing.invoice.update,SYSTEM
ADMIN,billing.payment.read,SYSTEM
ADMIN,billing.payment.collect,SYSTEM
ADMIN,billing.payment.confirm,SYSTEM
ADMIN,billing.payment.refund,SYSTEM
ADMIN,billing.deposit.read,SYSTEM
ADMIN,billing.deposit.collect,SYSTEM
ADMIN,billing.deposit.refund,SYSTEM
ADMIN,billing.deposit.deduct,SYSTEM
ADMIN,billing.debt.read,SYSTEM
ADMIN,billing.debt.manage,SYSTEM
ADMIN,billing.report.read,SYSTEM
ADMIN,maintenance.schedule.read,SYSTEM
ADMIN,maintenance.schedule.manage,SYSTEM
ADMIN,maintenance.ticket.create,SYSTEM
ADMIN,maintenance.ticket.read,SYSTEM
ADMIN,maintenance.ticket.update,SYSTEM
ADMIN,maintenance.ticket.assign,SYSTEM
ADMIN,maintenance.ticket.complete,SYSTEM
ADMIN,maintenance.repair.create,SYSTEM
ADMIN,maintenance.repair.read,SYSTEM
ADMIN,maintenance.repair.update,SYSTEM
ADMIN,maintenance.part.read,SYSTEM
ADMIN,maintenance.part.manage,SYSTEM
ADMIN,maintenance.incident.create,SYSTEM
ADMIN,maintenance.incident.read,SYSTEM
ADMIN,maintenance.incident.evaluate,SYSTEM
ADMIN,maintenance.compensation.calculate,SYSTEM
ADMIN,maintenance.history.read,SYSTEM
MANAGER,organization.branch.read,BRANCH
MANAGER,organization.employee.read,BRANCH
MANAGER,customer.profile.read,BRANCH
MANAGER,customer.group.read,BRANCH
MANAGER,customer.history.read,BRANCH
MANAGER,customer.restriction.read,BRANCH
MANAGER,inventory.equipment.read,BRANCH
MANAGER,inventory.warehouse.read,BRANCH
MANAGER,inventory.availability.read,BRANCH
MANAGER,rental.request.read,BRANCH
MANAGER,rental.quotation.read,BRANCH
MANAGER,rental.quotation.approve,BRANCH
MANAGER,rental.quotation.reject,BRANCH
MANAGER,rental.order.read,BRANCH
MANAGER,rental.contract.read,BRANCH
MANAGER,rental.contract.approve,BRANCH
MANAGER,logistics.delivery.read,BRANCH
MANAGER,logistics.handover.read,BRANCH
MANAGER,logistics.return-request.read,BRANCH
MANAGER,billing.invoice.read,BRANCH
MANAGER,billing.payment.read,BRANCH
MANAGER,billing.deposit.read,BRANCH
MANAGER,billing.debt.read,BRANCH
MANAGER,maintenance.schedule.read,BRANCH
MANAGER,maintenance.ticket.read,BRANCH
MANAGER,maintenance.repair.read,BRANCH
MANAGER,maintenance.incident.read,BRANCH
MANAGER,maintenance.history.read,BRANCH
SALES_STAFF,customer.profile.read,BRANCH
SALES_STAFF,customer.profile.create,BRANCH
SALES_STAFF,customer.profile.update,BRANCH
SALES_STAFF,customer.group.read,BRANCH
SALES_STAFF,customer.history.read,BRANCH
SALES_STAFF,customer.restriction.read,BRANCH
SALES_STAFF,inventory.catalog.read,BRANCH
SALES_STAFF,inventory.equipment.read,BRANCH
SALES_STAFF,inventory.availability.read,BRANCH
SALES_STAFF,rental.request.create,BRANCH
SALES_STAFF,rental.request.read,BRANCH
SALES_STAFF,rental.request.update,BRANCH
SALES_STAFF,rental.request.cancel,BRANCH
SALES_STAFF,rental.quotation.create,BRANCH
SALES_STAFF,rental.quotation.read,BRANCH
SALES_STAFF,rental.quotation.update,BRANCH
SALES_STAFF,rental.quotation.send,BRANCH
SALES_STAFF,rental.order.create,BRANCH
SALES_STAFF,rental.order.read,BRANCH
SALES_STAFF,rental.order.cancel,BRANCH
SALES_STAFF,rental.contract.create,BRANCH
SALES_STAFF,rental.contract.read,BRANCH
SALES_STAFF,rental.contract.update,BRANCH
OPERATIONS_STAFF,inventory.catalog.read,BRANCH
OPERATIONS_STAFF,inventory.brand.read,BRANCH
OPERATIONS_STAFF,inventory.model.read,BRANCH
OPERATIONS_STAFF,inventory.equipment.read,BRANCH
OPERATIONS_STAFF,inventory.equipment.create,BRANCH
OPERATIONS_STAFF,inventory.equipment.update,BRANCH
OPERATIONS_STAFF,inventory.equipment.change-status,BRANCH
OPERATIONS_STAFF,inventory.equipment.image.manage,BRANCH
OPERATIONS_STAFF,inventory.equipment.accessory.manage,BRANCH
OPERATIONS_STAFF,inventory.qr.generate,BRANCH
OPERATIONS_STAFF,inventory.qr.print,BRANCH
OPERATIONS_STAFF,inventory.warehouse.read,BRANCH
OPERATIONS_STAFF,inventory.warehouse.manage,BRANCH
OPERATIONS_STAFF,inventory.stock.in,BRANCH
OPERATIONS_STAFF,inventory.stock.out,BRANCH
OPERATIONS_STAFF,inventory.stock.transfer,BRANCH
OPERATIONS_STAFF,inventory.stock.audit,BRANCH
OPERATIONS_STAFF,inventory.availability.read,BRANCH
OPERATIONS_STAFF,inventory.reservation.read,BRANCH
OPERATIONS_STAFF,inventory.reservation.create,BRANCH
OPERATIONS_STAFF,inventory.reservation.confirm,BRANCH
OPERATIONS_STAFF,inventory.reservation.release,BRANCH
OPERATIONS_STAFF,logistics.delivery.read,BRANCH
OPERATIONS_STAFF,logistics.delivery.create,BRANCH
OPERATIONS_STAFF,logistics.delivery.assign,BRANCH
OPERATIONS_STAFF,logistics.delivery.schedule,BRANCH
OPERATIONS_STAFF,logistics.delivery.inspect,BRANCH
OPERATIONS_STAFF,logistics.delivery.confirm,BRANCH
OPERATIONS_STAFF,logistics.handover.create,BRANCH
OPERATIONS_STAFF,logistics.handover.read,BRANCH
OPERATIONS_STAFF,logistics.return-request.read,BRANCH
OPERATIONS_STAFF,logistics.return.inspect,BRANCH
OPERATIONS_STAFF,logistics.return.confirm,BRANCH
ACCOUNTANT,billing.invoice.read,ORGANIZATION
ACCOUNTANT,billing.invoice.create,ORGANIZATION
ACCOUNTANT,billing.invoice.update,ORGANIZATION
ACCOUNTANT,billing.payment.read,ORGANIZATION
ACCOUNTANT,billing.payment.collect,ORGANIZATION
ACCOUNTANT,billing.payment.confirm,ORGANIZATION
ACCOUNTANT,billing.payment.refund,ORGANIZATION
ACCOUNTANT,billing.deposit.read,ORGANIZATION
ACCOUNTANT,billing.deposit.collect,ORGANIZATION
ACCOUNTANT,billing.deposit.refund,ORGANIZATION
ACCOUNTANT,billing.deposit.deduct,ORGANIZATION
ACCOUNTANT,billing.debt.read,ORGANIZATION
ACCOUNTANT,billing.debt.manage,ORGANIZATION
ACCOUNTANT,billing.report.read,ORGANIZATION
OPERATIONS_STAFF,maintenance.schedule.read,BRANCH
OPERATIONS_STAFF,maintenance.schedule.manage,BRANCH
OPERATIONS_STAFF,maintenance.ticket.create,BRANCH
OPERATIONS_STAFF,maintenance.ticket.read,BRANCH
OPERATIONS_STAFF,maintenance.ticket.update,BRANCH
OPERATIONS_STAFF,maintenance.ticket.assign,BRANCH
OPERATIONS_STAFF,maintenance.ticket.complete,BRANCH
OPERATIONS_STAFF,maintenance.repair.create,BRANCH
OPERATIONS_STAFF,maintenance.repair.read,BRANCH
OPERATIONS_STAFF,maintenance.repair.update,BRANCH
OPERATIONS_STAFF,maintenance.part.read,BRANCH
OPERATIONS_STAFF,maintenance.part.manage,BRANCH
OPERATIONS_STAFF,maintenance.incident.create,BRANCH
OPERATIONS_STAFF,maintenance.incident.read,BRANCH
OPERATIONS_STAFF,maintenance.incident.evaluate,BRANCH
OPERATIONS_STAFF,maintenance.compensation.calculate,BRANCH
OPERATIONS_STAFF,maintenance.history.read,BRANCH
CUSTOMER,rental.request.create,OWN
CUSTOMER,inventory.catalog.read,OWN
CUSTOMER,inventory.equipment.read,OWN
CUSTOMER,inventory.availability.read,OWN
CUSTOMER,rental.request.read,OWN
CUSTOMER,rental.request.update,OWN
CUSTOMER,rental.request.cancel,OWN
CUSTOMER,rental.quotation.read,OWN
CUSTOMER,rental.quotation.accept,OWN
CUSTOMER,rental.contract.read,OWN
CUSTOMER,rental.order.read,OWN
CUSTOMER,logistics.return-request.create,OWN
CUSTOMER,logistics.return-request.read,OWN
CUSTOMER,billing.invoice.read,OWN
CUSTOMER,billing.payment.read,OWN
CUSTOMER,maintenance.incident.create,OWN
CUSTOMER,maintenance.incident.read,OWN
